#name	crc	size	key
Ace of Aces (Europe)	20c5db80	131072	Ace of Aces (USA)
Ace of Aces (USA)	05a2b94c	131072	Ace of Aces (USA)
Alien Brigade (Europe)	6a19f0fe	147456	Alien Brigade (USA)
Alien Brigade (USA)	c8849d36	147456	Alien Brigade (USA)
Asteroids (USA)	dfb93f40	16384	Asteroids (USA)
Asteroids (USA) (Beta)	6ddfb54c	16384	Asteroids (USA)
Ballblazer (Europe)	aff85565	32768	Ballblazer (USA)
Ballblazer (USA)	a4c4808b	32768	Ballblazer (USA)
Barnyard Blaster (Europe)	02764a86	131072	Barnyard Blaster (USA)
Barnyard Blaster (USA)	ed0a587d	131072	Barnyard Blaster (USA)
Baseball (Europe)	68d48fdc	32768	Pete Rose Baseball (USA)
Basketbrawl (Europe)	a4265d4b	131072	Basketbrawl (USA)
Basketbrawl (USA)	c8b9d7b5	131072	Basketbrawl (USA)
Centipede (Europe)	33f8a8f6	16384	Centipede (USA)
Centipede (USA)	020efe25	16384	Centipede (USA)
Centipede (USA) (Beta) (1984-05-02)	0b85a1f2	16384	Centipede (USA)
Choplifter! (Europe)	12efeb07	49152	Choplifter! (USA)
Choplifter! (USA)	419bff61	32768	Choplifter! (USA)
Commando (Europe)	7c211612	131072	Commando (USA)
Commando (USA)	cd1a98c5	131072	Commando (USA)
Commando (USA) (Beta) (1988-04-29)	9ef973a9	16384	Commando (USA)
Crack'ed (Europe)	50fd19cb	131072	Crack'ed (USA)
Crack'ed (USA)	e645fd1f	131072	Crack'ed (USA)
Crossbow (Europe)	e93d8894	147456	Crossbow (USA)
Crossbow (USA)	d2ea5686	147456	Crossbow (USA)
Dark Chambers (Europe)	c93a563e	131072	Dark Chambers (USA)
Dark Chambers (USA)	366777f1	131072	Dark Chambers (USA)
Desert Falcon (Europe)	33991ee8	49152	Desert Falcon (USA)
Desert Falcon (USA)	a1dc0899	49152	Desert Falcon (USA)
Desert Falcon (USA) (Beta) (1987-03-09) [b]	70451fc5	49152	Desert Falcon (USA)
Desert Falcon (USA) (Beta) (1987-03-25)	63887912	49152	Desert Falcon (USA)
Dig Dug (Europe)	efab7077	32768	Dig Dug (USA)
Dig Dug (USA)	50cb13f3	16384	Dig Dug (USA)
Donkey Kong (Europe)	0a43d1c5	49152	Donkey Kong (USA)
Donkey Kong (USA)	065e063f	49152	Donkey Kong (USA)
Donkey Kong Junior (Europe)	c784dbac	49152	Donkey Kong Junior (USA)
Donkey Kong Junior (USA)	1c5a1082	49152	Donkey Kong Junior (USA)
Double Dragon (Europe)	f29abdb2	131072	Double Dragon (USA)
Double Dragon (USA)	aa265865	131072	Double Dragon (USA)
F-18 Hornet (Europe)	e5d714b0	65536	F-18 Hornet (USA)
F-18 Hornet (USA)	63d1c7c1	65536	F-18 Hornet (USA)
Fatal Run (Europe)	2a0a93be	131072	Fatal Run (USA)
Fatal Run (USA)	a44df354	131072	Fatal Run (USA)
Fight Night (Europe)	64d9c4be	131072	Fight Night (USA)
Fight Night (USA)	720ebc74	131072	Fight Night (USA)
Food Fight (Europe)	c64549ec	49152	Food Fight (USA)
Food Fight (USA)	e64a5cde	32768	Food Fight (USA)
Food Fight (USA) (Beta)	47e94868	32768	Food Fight (USA)
GATO (USA) (Proto)	a0529db5	49152	GATO (USA) (Proto)
Galaga (Europe)	5990a9f8	49152	Galaga (USA)
Galaga (USA)	1a0a3eb3	32768	Galaga (USA)
Hat Trick (Europe)	057d9c3c	49152	Hat Trick (USA)
Hat Trick (USA)	cf6f4a6c	49152	Hat Trick (USA)
Hat Trick (USA) (Beta) (1987-05-01)	70c5d996	49152	Hat Trick (USA)
Ikari Warriors (Europe)	cb621cdc	131072	Ikari Warriors (USA)
Ikari Warriors (USA)	8a6c1f15	131072	Ikari Warriors (USA)
Impossible Mission (Europe)	994af6e0	131072	Impossible Mission (USA)
