#key	synopsis
Chip's Challenge (World)	Chip McCallahan est un nerd qui voudrait bien être accepté au club informatique 'Bit Busters', présidé par Melinda, une merveille d'intelligence. Mais pour accéder au club, il doit prouver son intelligence en passant un test d'initiation en résolvant les épreuves composant les 149 tableaux du jeu. Chip devra ramasser toutes les puces de chaque niveau avant de pouvoir enlever le &quot;socket&quot; qui bloque la sortie. Pour cela, il devra calculer l'ordre de ses actions, ouvrir des portes en ramassant la bonne clé, pousser des blocs pour bloquer des passages ou en créer d'autres, utiliser le bon accessoire pour accéder à des zones mortelles ou impraticables (bouclier bleu pour l'eau, rouge pour le feu, crampons pour marcher sur la glace, aimant pour résister aux champs magnétiques...). Les premiers niveaux servent de tutoriel et la difficulté augmente vite.
Crystal Mines II (USA, Europe)	Crystal Mines II est un jeu de réflexion sur Lynx. Un fabuleux trésor est profondément enfoui dans la mine abandonnée de Crystal. Ainsi vous devez contrôler un robot à travers les mines et récolter un maximum de richesses. Attention de ne pas tomber entre les mains des démons ! Cette version Buried Treasure contient à la fois le jeu original auquel viennent s'ajouter 125 nouveaux niveaux.
Daemon's Gate (USA) (Proto 1)	Daemon's Gate, bien qu'incomplet, est le jeu de rôle le plus avance sur l'Atari Lynx. Il offre une carte immense a explorer, et prend lieu à Tormis, la capitale des terres civilisées, ou vous pouvez interagir avec taverniers, gardes, marchands et citoyens.
Desert Strike - Return to the Gulf (USA, Europe)	Desert Strike : Return to the Gulf sur Linx est le premier jeu de la série Strike. L'histoire prend place un an après la guerre du Golf alors qu'un général tyrannique menace le Moyen-Orient et les Etats-Unis. Le président vous charge d'abattre le général Kilbaba et ses terroristes, avant qu'ils n'engagent un conflit nucléaire mondial. Vous pilotez un hélicoptère Apache et vos objectifs sont divers : porter secours, détruire des objectifs, détourner des missiles...
Dinolympics (USA, Europe)	Dans Dinolympics sur Lynx, vous devez guider une tribu d'hommes préhistoriques dans leur évolution. A chaque niveau, vous devez accomplir des tâches en un temps limité avec un certain nombre de membres de la tribu. Des animations humoristiques entrecoupent les passages entre les niveaux. Vous dirigez les hommes un par un et pouvez leur demander de faire plusieurs actions différentes en fonction des objets à disposition.
Dirty Larry - Renegade Cop (USA, Europe)	Dirty Larry : Renegade Cop est un jeu d'action sur Lynx. Le gang de Mr Big est bien décidé à mettre définitivement fin à votre carrière si ce n'est pas votre propre Capitaine qui s'en charge lui-même ! Disparaissez dans la rue. Le temps est venu d'effectuer un bon petit nettoyage de la maison du gang !
Double Dragon (USA, Europe)	Double Dragon sur Lynx est un beat'em all se déroulant dans un New York chaotique, au coeur des années 90. Seul ou à 2, vous incarnez Billy et Jim Lee, deux frères enseignant les arts martiaux. L'histoire débute lorsque la petite amie de Billy est kidnappée par un gang urbain. Les deux frères décident alors d'aller directement en découdre avec la bande adverse.
Dracula - The Undead (USA, Europe)	Dracula the Undead est un jeu d'aventure sur Lynx. Vous devez explorer le sinistre château de Dracula dans le but de trouver l'hôte des lieux et de le tuer. Mais, attention ! Si vous échouez, vous servez de dîner à toute la famille du vampire.
Electrocop (World)	Electrocop est un jeu d'action/réflexion sur Lynx. Aujourd'hui, la fille du Président est portée disparue. Elle a été capturée par le méchant robot Criminal Brain. Seul vous, en tant que robot hybride, Electrocop, pouvez la ramener.
European Soccer Challenge (USA, Europe)	European Soccer Challenge est un jeu de football sur Lynx. Retrouvez les équipes officielles ainsi que les noms et les statistiques des joueurs de la saison. Mettez en place une bonne tactique pour que votre équipe pousse le ballon au fond des filets.
Eye of the Beholder (USA) (Proto 1)	Le jeu est très similaire à Dungeon Master, à savoir un jeu de rôle dont la progression est fondée sur l'exploration de souterrains de plus en plus profonds, mais il utilise les règles de Donjons et Dragons. Le jeu se caractérise par des combats en temps réel et une vue subjective
Fat Bobby (USA, Europe)	Fat Bobby est un jeu de plates-formes en deux dimensions sur Lynx. Vous incarnez le rockeur Bobby et vous devez vous échapper de la masse d'ennemis qui veulent vous stopper ! Utilisez votre guitare pour fracasser des crânes et vous tailler un chemin à travers les niveaux du jeu !
Fidelity Ultimate Chess Challenge, The (USA, Europe)	Fidelity Ultimate Chess Challenge est un jeu de société sur Lynx. Vous êtes face à un plateau d'échecs entièrement réalisé en 3D. Les statistiques des scores, du temps et des mouvements vous sont indiquées sur l'écran.
Gates of Zendocon (World)	Gates of Zendocon est un shoot'em up sur Lynx. La maléfique araignée Zendocon vous a piégé dans sa toile. Votre mission si vous l'acceptez est de la vaincre, elle et ses courageux droïdes, aux travers des 51 univers du jeu.
Gauntlet - The Third Encounter (World)	Gauntlet : The Third Encounter est un jeu d'action/aventure sur Lynx. Une étoile magique nommée Gem a été capturée puis retenue prisonnière dans les catacombes d'une forteresse. Avec vos amis, vous devez libérer l'étoile ainsi que votre pays.
Gordo 106 (USA, Europe)	Le jeu Gordo 106 tire son nom de son héros : un singe de laboratoire nommé Gordo occupant la cage 106. Après avoir avalé une banane radioactive, Gordo prend conscience de son état et décide de s'évader. Dans sa fuite, il compte bien libérer aussi tous les autres animaux du laboratoire. Aidez-le dans sa quête de liberté dans ce jeu de plates-formes sur Lynx.
Hard Drivin' (USA, Europe)	Hard Drivin' est un jeu de courses en 3D sur Lynx. Vous êtes au volant d'une voiture de sport et le but est de conduire en passant le plus de points de contrôle possibles. Chaque point de contrôle vous offre un bonus de temps supplémentaire pour aller plus loin. Certains circuits sont propices aux cascades (sauter à travers un anneau, sauter un pont...) et vous pouvez regarder votre performance grâce à un ralenti.
Hockey (USA, Europe)	Hockey est un jeu de sport sur Lynx. Vos patins glissent sur la patinoire, et vous lancez le palet à toute vitesse dans le but adverse : voilà ce qui vous attend dans le soft. Mettez en place la tactique de votre équipe, gérez au mieux vos changements et vous voici parti pour un match de folie !
Hydra (USA, Europe)	Hydra est un jeu d'action/courses sur Lynx. A bord de votre bateau super sophistiqué, vous devez délivrer des équipements militaires ultra-secrets aux quatre coins du monde. Mais attention, de nombreux pièges vous attendent.
Ishido - The Way of Stones (USA, Europe)	Ishido : The Way of Stones est un jeu de réflexion sur Lynx. Il s'agit d'une reproduction du jeu de plateau Solitaire et le but est de placer les différentes pièces dans le bon ordre pour marquer des points. Un grand nombre de plateaux différents sont disponibles et un mode construction permet de créer ses propres designs.
Jimmy Connors' Tennis (USA, Europe)	Dans Great Courts sur Lynx, apprenez à jouer au tennis avec l'un des plus grands tennismen de tous les temps. Après avoir choisi un coach parmi les cinq proposés, vous pouvez enrôler Jimmy Connors et parcourir les cours du Monde entier. Les compétitions les plus importantes sont jouables, y compris les quatre tournois du Grand Chelem. Il est donc possible de jouer sur surface dure mais aussi sur terre battue et gazon.
Joust (USA, Europe)	Montez votre noble autruche et engagez le combat dans le jeu d'arcade classique Joust sur Lynx. Si vous jouez avec un ami, une cigogne sera sa monture. Ensemble, combattez trois types de chevaliers ennemis : les goujats rouges, les chasseurs argents et les Seigneurs des ténèbres bleu foncé. Alors que ces méchants volent à travers les caves à dos de véloces busards, frappez-les du dessus à coups de lance.
Klax (World)	Klax sur Lynx est un puzzle-game dans lequel il vous faut disposer des blocs de couleur arrivant sur un tapis, de manière précise afin de les éliminer. Ils disparaissent par groupe de 3 minimum, et ce verticalement, horizontalement, et en diagonale. Plus vous avancez dans le jeu, plus le nombre de blocs de couleur différents s'accroît.
Krazy Ace - Miniature Golf (USA, Europe)	Krazy Ace Miniature Golf est un jeu de sport sur Lynx. Nous voici en présence d'un jeu de golf miniature jouable de 1 à 4 joueurs. Vous devez donc placer la balle dans le trou en moins de coups possible tout en évitant les pièges et les obstacles.
Kung Food (USA, Europe)	Kung Food est un jeu d'action sur Lynx. Des Munchies mutants sortent de votre réfrigérateur et envahissent votre cuisine. Pour vaincre ces êtres vicieux, vous aurez besoin de beaucoup de rapidité et d'adresse. L'ultime combat de la nourriture a commencé.
Lemmings (USA, Europe)	Votre tâche dans Lemmings sur Lynx est de secourir les petites créatures aux cheveux verts sur 120 niveaux. Un pourcentage d'individus à maintenir en vie vous est indiqué pour chaque mission. A vous de vous adapter à la configuration du terrain de jeu en assignant des tâches telles que creuser, construire un escalier ou encore bloquer le passage dans l'optique de ramener à bon port vos infatigables Lemmings.
Loopz (USA) (v0.04) (Proto) (1992-09-16)	Le but du jeu est de faire disparaître les pièces en les disposant de manière à former des boucles (loop en anglais), c'est-à-dire des circuits fermés.
Lynx Casino (USA, Europe)	Lynx Casino est un jeu de société sur Lynx. Si vous avez déjà rêvé de gagner des milliers de dollars à Las Vegas, ce soft va réaliser vos souhaits. Cinq des principaux jeux de casino sont présents sur la cartouche.
Malibu Bikini Volleyball (USA, Europe)	Malibu Bikini Volleyball est un jeu de sport sur Lynx. Vous êtes aux commandes d'une équipe de jolies filles assez dénudées qui luttent courageusement pour le titre de championnes de volley. Mais attention, ne vous laissez pas distraire par des Bikinis et concentrez-vous plûtot sur votre seul objectif : la victoire !
Ms. Pac-Man (World)	Ms. Pac-Man sur Lynx est un jeu d'arcade dans lequel vous dirigez une petite boule jaune dans un labyrinthe infesté de fantômes à votre poursuite. A vous de leur échapper tout en ramassant les pac-gommes sur votre chemin. Attrapez des bonus afin de pourchasser les fantômes à votre tour et de les dévorer pendant un court laps de temps. Mais attention à leur course aléatoire !
NFL Football (USA, Europe)	Dans NFL Football, vous vivez l'intégralité de la saison de football américain du championnat NFL sur votre Lynx. Comme le jeu possède la licence officielle, les 28 équipes et tous les joueurs sont réels. Lors des matches, la vue est horizontale, sauf pour la mise en jeu. Il faut déterminer la stratégie avant chaque phase d'attaque et de défense.
Ninja Gaiden (USA, Europe)	Ninja Gaiden (Shadow Warriors sur d'autres supports) est un beat'em all sorti sur Lynx. Vous êtes Ryu, un ninja moderne, et vous devez partir en Amérique pour découvrir qui a tué votre père. Vos recherches vous conduiront dans un scénario surnaturel.
Ninja Gaiden III - The Ancient Ship of Doom (USA, Europe)	Ninja Gaiden III : The Ancient Ship of Doom est un beat'em all sur Lynx. Vous incarnez le héros Ryu Haybusa. Ainsi vous parcourez les différents niveaux à la recherche des énigmes qui entourent le &quot;Plan Biohazard&quot;.
Pac-Land (USA, Europe)	Pac-Land est un jeu de plates-formes sur Lynx. Contrairement à la tradition, ce jeu Pac-Man est en vue de profil. Le héros doit rapporter une fée à Fairy-Land puis revenir chez lui. Mais les fantômes ne l'entendent pas de cette oreille et feront tout pour arrêter la boule jaune dans son périple. Le jeu comporte 16 niveaux et peut être pratiqué à deux joueurs.
Paperboy (World)	Paperboy sur Lynx est l'adaptation du succès arcade du même nom. Vous incarnez un jeune livreur de journaux à vélo et devez effectuer votre tâche le plus rapidement possible. Prenez garde tout de même aux divers obstacles, à savoir les automobilistes, chiens, skaters et autres trous dans la chaussée.
Pinball Jam (USA, Europe)	Pinball Jam est un jeu de flipper sur Lynx. Vous pouvez choisir entre le décor de flipper &quot;Elvira and the Party Monsters&quot; ou &quot;Police Force&quot;. Il ne vous reste plus qu'à tirer, secouer et frapper la bille. Le but étant bien sûr de réaliser le plus grand score possible.
Pit-Fighter (USA, Europe)	Pit-Fighter est un jeu de combat à la troisième personne qui propose des graphismes numérisés de vrais combattants ainsi que des effets de zoom. Les joueurs sélectionnent l'un des trois combattants (Buzz, Ty ou Kato) pour affronter quiconque osera les défier. À la fin de chaque match, les joueurs reçoivent individuellement un bonus Knockout, un bonus Brutality et un Fight Purse. Chaque troisième match est un &quot;match de rancune&quot; où les joueurs testent les compétences les uns des autres. Le vainqueur est le dernier homme debout de ce match à trois rounds.
Power Factor (USA, Europe)	Power Factor est un jeu d'action sur Lynx. Des extraterrestres venus de la dimension Ceeg ont envahi l'univers. Vous incarnez Redd Ace, qui est le seul homme à pouvoir stopper ces étrangers. Pour ce faire, vous devez découvrir les six éléments qui composent la bombe nécessaire pour détruire les Ceegarians.
QIX (USA, Europe)	Dans le puzzle-game Qix sur Lynx, vous devez guider un marqueur pour grignoter petit à petit l'écran. Lorsque le marqueur s'aventure au centre de l'écran, il laisse un trait derrière lui. Chaque zone fermée que vous aurez dessinée sera alors validée. Votre but est de valider un certain pourcentage de l'écran. Mais attention, des ennemis rôdent ! Faites donc attention à ce qu'ils ne touchent ni votre marqueur ni votre ligne pour ne pas perdre de vie.
Raiden (USA) (Beta)	Raiden est un shoot'em up sur Lynx. En l'an 2090, la Terre est à la merci de puissants extraterrestres et le vaisseau supersonique Raiden est le seul espoir de l'humanité. Vous avez été choisi pour en être le pilote et il faut à tout prix détruire les forces ennemies à travers plusieurs niveaux se terminant tous par un énorme boss.
Rampage (World)	RAmpage est un jeu d'action dans lequel les joueurs ont la possibilité de diriger trois types de monstres, tous créés à partir d'humains mutants : « George », un gorille à la King Kong, « Lizzie », un reptile à la Godzilla, et « Ralph », un loup-garou géant. L'objectif est de détruire tous les immeubles du quartier en résistant aux forces armées qui tentent de s'interposer (hélicoptères, tanks, bateaux, soldats) et en faisant peu de cas des civils (les monstres peuvent manger les passants). Chaque niveau est réussi une fois le quartier réduit en ruines.
Rampart (USA, Europe)	Rampart est l'adaptation sur Lynx du jeu de stratégie sorti sur borne d'arcade en 1990. Après avoir choisi un emplacement pour votre château parmi les quatre possibilités, vous placez des canons pour vous défendre contre les bateaux qui vous bombardent. Après chaque bataille, vous disposez de quelques secondes pour reconstruire vos remparts avant une nouvelle attaque. Pour cela, des blocs de plusieurs formes apparaissent, façon Tetris, et vous devez les combiner sans laisser de vide.
Road Riot 4WD (USA) (Proto 1)	Le joueur contrôle un buggy équipé d'armes. Après avoir remporté la première course, le joueur a le choix entre 11 pistes supplémentaires afin de gagner le championnat. Il y a trois véhicules à éliminer pour gagner la course. Une quantité illimitée de missiles est disponible pour éjecter les adversaires hors de la piste.
RoadBlasters (World)	RoadBlasters est un jeu de courses sur Lynx disposant d'une bonne dose d'action. Le but est de franchir la ligne d'arrivée en un seul morceau au cours des cinquante niveaux du jeu. De nombreux ennemis vous attendent sur la route et feront tout pour vous arrêter. Heureusement vous disposez de plusieurs armes pour riposter et d'autres bonus peuvent également être ramassés sur le parcours.
Robo-Squash (World)	Robo-Squash est un jeu d'action sorti sur Lynx. Ce casse-briques spatial vous enjoint à détruire toutes sortes de briques dans la stratosphère, y compris en multijoueur.
Robotron 2084 (USA, Europe)	Dans Robotron : 2084 sur Lynx, vous jouez un mutant qui doit sauver l'humanité de l'invasion des Robotron. Dans ce jeu d'action, vous êtes envoyé dans une succession de salles remplies d'ennemis à détruire et d'humains à sauver. Vous pouvez vous déplacer et tirer dans huit directions différentes. Notez que vous n'êtes pas obligé de tirer droit devant vous puisque le héros peut envoyer un rayon dans toutes les directions souhaitées.
Rygar (World)	Le monde d'Argool a besoin d'un héros pour chasser les forces du mal et restaurer la paix. Etes-vous l'élu, celui que tout le monde attend ? Rygar sur Lynx vous apporte la réponse. Ce jeu combinant action et aventure alterne entre vue de profil durant les scènes d'action et une vue en hauteur lors des phases transitoires.
S.T.U.N. Runner (USA, Europe)	Nous sommes en 2492 et vous devez piloter votre vaisseau S.T.U.N. (Sub-Terranean Underground Network) à une vitesse de plus de 900 miles par heure à travers une série de parcours pour conserver votre titre de coureur S.T.U.N., en terminant chaque parcours avant la fin du temps imparti.nnChaque parcours comporte également des ennemis, tels que des cycles, des drones blindés indestructibles et des engins volants ressemblant à des oiseaux. Tirez sur eux ou évitez-les. Si vous les touchez, vous perdez un de vos boucliers (votre vaisseau en a six au total) et vous êtes temporairement ralenti. Plus vous avez de boucliers à l'arrivée, plus vous obtenez de points bonus. Le fait d'être touché sans bouclier ne vous tue pas pour autant. Il n'y a pas de vie dans ce jeu. La seule façon de perdre est de ne pas franchir la ligne d'arrivée.
Scrapyard Dog (USA, Europe)	Scrapyard Dog est un jeu d'action/aventure sur Lynx. Un gang a décidé de kidnapper le chien de notre ami Louis pour demander une rançon. Ainsi, vous devez aider Louis à vaincre les divers dangers des 15 niveaux qui l'attendent pour retrouver son animal préféré.
Shadow of the Beast (USA, Europe)	Shadow of the Beast sur Lynx est un jeu mélangeant beat'em all, plates-formes et exploration. Le joueur incarne Aarbron, un personnage mi-homme, mi-bête qui se rend à Maletoh pour se venger du Beast Lord. Réflexes et précision sont de mise pour éviter ou détruire les ennemis provenant de toute part. Soyez sur vos gardes, le joueur ne dispose que d'une seule vie.
Shanghai (World)	Shanghai sur Lynx est un jeu de patience utilisant les tuiles du mahjong, jeu de plateau d'origine chinoise. Le joueur dispose de 144 tuiles spéciales regroupées par ordre hiérarchique (Honneurs suprêmes, Honneurs supérieurs, Honneurs simples, Cercles, Bambous, Caractères). L'objectif est de faire un maximum de points grâce à des combinaisons spécifiques.
Steel Talons (USA, Europe)	Steel Talons est une simulation d'hélicoptère sur Lynx. Après avoir perfectionné votre technique de vol dans la mission d'entraînement, vous pourrez tenter d'éliminer les adversaires volants ou au sol dans les onze autres missions du jeu. Avec une vue à la troisième personne sur votre hélicoptère en 3D, vous contrôlez sa direction, sa hauteur et ses missiles. Chaque mission consiste à abattre des ennemis en un temps limité.
Super Asteroids, Missile Command (USA, Europe)	Super Asteroids & Missile Command sur Lynx regroupe deux grands classiques de l'arcade made in Atari et remis à jour pour cette compilation. Dans cette version, les deux titres contiennent des fonctions améliorées afin de justifier le &quot;Super&quot; du titre.
Super Off-Road (USA, Europe)	Super Off Road sur Lynx est un jeu de rallye tout-terrain reprenant la licence du pilote légendaire Ivan Stewart dit &quot;Ironman&quot;. Vous disputez des courses à quatre, dans des 4x4 spécialement construits pour les bosses et les sauts qui vous attendent sur les circuits. Vous avez la possibilité d'améliorer votre véhicule, à condition de remporter assez d'argent en gagnant des courses.
Super Skweek (USA, Europe)	Super Skweek est un jeu inspiré du grand succès de Chip's Challenge, et partage certains éléments de ce casse-tête tout en combinant d'autres éléments de jeux tels que Pengo. Dans Super Skweek, vous incarnez Skweek qui doit se promener et soit peindre toutes les tuiles du plateau de jeu en rose, soit accomplir une mission spécifique, soit les deux. Certaines tuiles réagissent de diverses manières lorsque vous marchez dessus, par exemple, elles explosent. Contrairement à Chip's Challenge, le jeu se déroule en temps réel et vous pouvez ramasser et utiliser des armes pour éloigner certains monstres pendant que vous peignez les tuiles. Il existe également une boutique dans laquelle vous pouvez acheter des objets. Les niveaux sont limités dans le temps.
Switchblade II (USA, Europe)	Dans la peau de Hiro, vous devez une fois de plus vaincre le seigneur ninja Havok 200 ans plus tard. À l'aide de shurikens et d'autres armes (couteau, missiles à tête chercheuse, rayon laser, lance-flammes ...), vous devez vaincre les sbires de Havok pour l'atteindre. Switchblade II est un jeu de plateforme à défilement latéral et comporte six niveaux infestés d'ennemis mécanoïdes vêtus de métal.. L'un des aspects clés du jeu est l'obtention de pièces de monnaie auprès des ennemis vaincus, qui peuvent être échangées dans les magasins contre des vies supplémentaires, de l'énergie et des armes. Les graphismes ont un style très japonais, typé manga.
Todd's Adventures in Slime World (World)	Todd's Adventures in Slime World est un jeu d'action/plates-formes sur Lynx. Votre vaisseau s'est écrasé sur une planète entièrement recouverte de vase. Avec ou sans un ami, vous explorez les gigantesques niveaux à l'aide de votre pistolet à eau ; à vous de trouver des gadgets qui vous feront sortir et resurgir à la surface.
Toki (USA, Europe)	Les mains de Bashtar ont arraché Moho à son bien-aimé Toki. Toki n'est pas mieux loti : il a été transformé en singe par le sorcier Vookimedlo. Toki doit maintenant sauver son amour et trouver un moyen de se retransformer en homme. Toki comprend plussieurs niveaux : le labyrinthe des grottes, le lac Neptune, les cavernes de feu, le palais de glace, la jungle sombre, le palais d'or ... La principale attaque de Toki contre ses ennemis consiste à leur cracher dessus, mais il peut aussi leur sauter dessus pour les vaincre. Le crachat normal de Toki peut être transformé en souffle de feu en trouvant le bon objet. Les autres objets comprennent un casque de football qui protège temporairement Toki, des chaussures de saut en hauteur, des horloges qui ajoutent du temps, des pièces qui augmentent le nombre de vies de Toki, et des fruits qui augmentent le score total.
Tournament Cyberball (USA, Europe)	Tournament Cyberball 2072 est un jeu de football américain futuriste sur Lynx. Nous sommes en l'an 2022 et ce ne sont plus des joueurs qui s'affrontent mais deux équipes de sept robots. Le ballon a été remplacé par une bombe et le but est bien sûr de la faire exploser dans le camp adverse. Il est possible de jouer à deux dans un mode coopératif.
Turbo Sub (USA, Europe)	Turbo Sub est un shoot'em up sorti sur Lynx. La Terre est à nouveau envahie, et cette fois-ci peut-être par des poissons aliens mutants car c'est à bord de votre sous-marin surpuissant que vous devrez les affronter.
Viking Child (USA, Europe)	Un side-scroller cartoonesque dans lequel vous incarnez, comme le titre l'indique, un enfant viking, dans sa quête pour libérer ses amis et sa famille, retenus par le dieu maléfique Loki dans les grandes salles du Valhalla. Combattez à travers 16 niveaux aux scénarios variés, incluant des châteaux médiévaux et des montagnes. Les niveaux sont parsemés de boutiques dans lesquelles vous pouvez acheter des potions et d'autres objets magiques pour vous aider à avancer. Avant d'affronter le Seigneur des Ténèbres Loki, vous devez vaincre les 8 Apprentis des Ténèbres. Dans l'ensemble, il s'agit d'un excellent hybride plateforme/puzzle qui devrait plaire à tous les fans du genre, notamment en raison de la longueur des niveaux que vous devrez traverser.
Warbirds (USA, Europe)	Warbirds est une simulation d'aviation disponible sur Lynx. Ce jeu peut se jouer en multijoueur avec 3 amis ou hors ligne dans de nombreuses missions. Plusieurs arènes ainsi que différents avions sont disponibles avec chacun leurs caractéristiques de pilotage propres. Le jeu prend place durant la Première Guerre mondiale.
World Class Soccer (USA, Europe)	World Class Soccer est un jeu de football sorti sur Lynx dans lequel vous pouvez affronter un ami ou directement la console.
Xenophobe (World)	Un appel de détresse est reçu des stations spatiales en orbite autour de votre planète, puis c'est le silence. Un seul vaisseau s'échappe, piloté par un homme meurtri qui raconte l'histoire de capsules qui éclosent en Xenos crachant de l'acide. Un petit groupe d'ingénieurs a été envoyé pour combattre la menace Xenos avant qu'elle ne s'empare de toutes les stations spatiales et, finalement, de votre planète. Rassemblez votre groupe d'ingénieurs et combattez les Xénos sur chaque station, en essayant de la nettoyer ou de l'abandonner. Vous commencez avec un laser standard, mais vous pouvez acquérir des armes supplémentaires au fur et à mesure que vous en trouvez, notamment des phasers, des fusils à éclairs, des pistolets Poofer et des bombes.
Xybots (USA, Europe)	L'humanité est menacée ! Les terribles aliens Xybots envahissent la dernière station spatiale terrienne. A vous de les en empêcher dans le jeu d'action Xybots sur Lynx.
Zarlor Mercenary (World)	Zarlor Mercenary est un jeu de tir à défilement vertical sorti sur Lynx. Des nuées d'aliens envahissent l'écran et vous devez les massacrer. Gagnez de l'argent pour améliorer votre vaisseau et jouez jusqu'à 4.
